#sound,spell,class,extra
#lines marked for "dubious" should be discarded for systematic treatment of sounds
fɔ1ʁm,fo/rme,dubious
fɔ1ʁmə0,fo/rme/,added,corrected
fɔ1ʁ,fo/rt,
fu1l,fou/le,dubious
fu1lə0,fou/le/,added,corrected
fu2ʁni1ʁ,fou/rni/r,
fʁa2ksjɔ̃1,fra/ction/,
fʁa2ksjɔ̃1,fra/ction/s,added
fʁa2kty1ʁ,fra/ctu/re,
fʁa2kty1ʁ,fra/ctu/res,added
fʁɛ1,frai/s,
fʁa2pe1,fra/ppe/r,
fʁɛ1ʁ,frè/re,
fʁɛ1ʁ,frè/res,added
fʁwa1,froi/d,
fʁwa1d,froi/de,added,dubious
fʁwa1də0,froi/de,added,
fʁɥi1,frui/t,questionable
ga2ɲe1,ga/gne/r,
ga1m,ga/mme,dubious
ga1mmə0,ga/mme/,added,corrected
ga2ʁsɔ̃1,ga/rçon/,
ga2ʁsɔ̃1,ga/rçon/s,added
ga2ʁde1,ga/rde/r,
go1ʃ,gau/che,
ga1z,ga/z,dubious
ga1zə0,ga/z/,added,corrected
ʒe2ne2ʁa1l,gé/né/ra/l,dubious
ʒe2ne2ʁa1lə0,gé/né/ra/l/,added,corrected
ʒɑ̃1ʁ,gen/re,
gla1s,gla/ce,dubious
gla1sə0,gla/ce/,added,corrected
gli2smɑ̃1,gli/ssemen/t,dubious
gli2sə0mɑ̃1,gli/sse/men/t,added,corrected
gu2vɛ2ʁne1,gou/ve/rne/r,
gʁɛ1s,grai/sse,dubious
gʁɛ1sə0,grai/sse/,added,corrected
gʁɑ̃1,gran/d,
gʁɑ̃1,gran/ds,added
gʁɑ̃1də0,gran/de/,added
gʁɑ̃1də0,gran/de/s,added
gʁɑ̃2djo1z,gran/dio/se,dubious
gʁɑ̃2djo1zə0,gran/dio/se/,added,corrected
gʁa2fi1k,gra/phi/que,dubious
gʁa2fi1kə0,gra/phi/que/,added,corrected
gʁa2tɥi1,gra/tui/t,questionable
gʁi1,gri/s,
gʁu1p,grou/pe,dubious
gʁu1pə0,grou/pe/,added,corrected
gɛ1ʁ,gue/rre,
gi2de1,gui/de/r,
a2bi2tɥɛ1l,ha/bi/tue/l,dubious,questionable
a2bi2tɥɛ1lə0,ha/bi/tue/l/,added,corrected,questionable
a2bi2tɥɛ1lə0,ha/bi/tue/lle/,added,corrected,questionable
a2bi2tɥɛ1lə0,ha/bi/tue/lle/s,added,corrected,questionable
o1,hau/t,
o1tə0,hau/te/,added
ɛ1ʁb,he/rbe,dubious
ɛ1ʁbə0,he/rbe/,added,corrected
œ1ʁ,heu/re,
œ1ʁ,heu/res,added
œ2ʁø1,heu/reu/x,
œ2ʁø1zə0,heu/reu/se/,added
i2stwa1ʁ,hi/stoi/re,
i2stwa1ʁ,hi/stoi/res,added
i2vɛ1ʁ,hi/ve/r,
i2vɛ1ʁ,hi/ve/rs,added
ɔ1m,ho/mme,dubious
ɔ1mmə0,ho/mme/,added,corrected
ɔ1m,ho/mmes,dubious
ɔ1mmə0,ho/mme/s,added,corrected
ɔ2ʁlɔ1ʒ,ho/rlo/ge,dubious
ɔ2ʁlɔ1ʒ,ho/rlo/ges,added
ɔ2ʁlɔ1ʒə0,ho/rlo/ge/,added,corrected
ɔ2ʁlɔ1ʒə0,ho/rlo/ge/s,added
ɥi1l,hui/le,dubious,questionable
ɥi1lə0,hui/le/,added,corrected,questionable
ɥi1t,hui/t,questionable
ɥi1,hui/t,questionable
y2mɛ̃1,hu/main/,
i2si1,i/ci/,
i2de1,i/dé/e,questionalbe
i1l,i/l,dubious
i1lə0,i/l/,added,corrected
i1l,î/le,dubious
i1lə0,î/le/,added,corrected
i1l,i/ls,dubious
i1lə0,i/l/s,added,corrected
i2ma1ʒ,i/ma/ge,
i2ma2ʒi2ne1,i/ma/gi/ne/r,
ɛ̃2pʁe2sjɔ̃1,im/pre/ssion/,
ɛ̃2pʁe2sjɔ̃1,im/pre/ssion/s,added
ɛ̃2kly1ʁ,in/clu/re,
ɛ̃2di2ke1,in/di/que/r,
ɛ̃2dy2stʁi1,in/du/strie/,questionable
ɛ̃2dy2stʁi1,in/du/stri/e,alternative,questionable
ɛ̃2sɛ1kt,in/se/cte,dubious
ɛ̃2sɛ1ktə0,in/se/cte/,added,corrected
ɛ̃2stɑ̃1,in/stan/t,
ɛ̃2stʁy2mɑ̃1,in/stru/men/t,
ɛ̃2stʁy2mɑ̃1,in/stru/men/ts,added
ɛ̃2te2ʁɛ1,in/té/rê/t,
ɛ̃2te2ʁɛ1,in/té/rê/ts,added
ɛ̃2te2ʁɔ2ʒe1,in/te/rro/ge/r,
ɛ̃2vɑ̃2te1,in/ven/te/r,
ʒa2mɛ1,ja/mai/s,
ʒɑ̃1b,jam/be,dubious
ʒɑ̃1bə0,jam/be/,added,corrected
ʒa2ʁdɛ̃1,ja/rdin/,
ʒa2ʁdɛ̃1,ja/rdin/s,added
ʒo1n,jau/ne,dubious
ʒo1nə0,jau/ne/,added,corrected
ʒə0,je/,
ʒə0te1,je/te/r,
ʒø1,jeu/,
ʒœ1n,jeu/ne,dubious
ʒœ1nə0,jeu/ne/,added,corrected
ʒwa1,joie/,questionable
ʒwa1,joi/e,alternative,questionable
ʒwɛ̃1dʁ,join/dre,
ʒwe1,joue/r,
ʒu1ʁ,jou/r,
ʒy1st,ju/ste,dubious
ʒy1stə0,ju/ste/,dubious
la1,la/,
la1,là/,
la1k,la/c,dubious
la1kə0,la/c/,added,corrected
lɛ2se1,lai/sse/r,
lɛ1,lai/t,
lɑ̃1g,lan/gue,dubious
lɑ̃1gə0,lan/gue/,added,corrected
la1ʁʒ,la/rge,
la2va1ʒ,la/va/ge,
lɑ̃1,len/t,
le1,le/s,
